path,hasLower,hasNums,hasBrackets,min_y,max_y
fonts/Abandoned-BoldItalic.ttf,FALSE,TRUE,FALSE,251,322
fonts/Abandoned-Bold.ttf,FALSE,TRUE,FALSE,251,322
fonts/Abandoned-Italic.ttf,FALSE,TRUE,FALSE,251,322
fonts/Abandoned.ttf,FALSE,TRUE,FALSE,251,322
fonts/Abbild.ttf,FALSE,FALSE,FALSE,255,324
fonts/A bebedera-heavy.otf,TRUE,TRUE,TRUE,268,366
fonts/A Bebedera.ttf,TRUE,TRUE,TRUE,268,365
fonts/ABeeZee-Italic.ttf,TRUE,TRUE,TRUE,265,364
fonts/ABeeZee-Regular.ttf,TRUE,TRUE,TRUE,265,364
fonts/Abel-Regular.ttf,TRUE,TRUE,TRUE,270,367
fonts/aberatn.ttf,FALSE,TRUE,FALSE,250,345
fonts/AbhayaLibre-Bold.ttf,TRUE,TRUE,TRUE,270,351
fonts/AbhayaLibre-ExtraBold.ttf,TRUE,TRUE,TRUE,269,352
fonts/AbhayaLibre-Medium.ttf,TRUE,TRUE,TRUE,269,352
fonts/AbhayaLibre-Regular.ttf,TRUE,TRUE,TRUE,269,352
fonts/AbhayaLibre-SemiBold.ttf,TRUE,TRUE,TRUE,270,352
fonts/Abirhand one.ttf,TRUE,TRUE,TRUE,264,347
fonts/ABlackCrown.ttf,TRUE,TRUE,TRUE,255,349
fonts/AbrilFatface-Regular.ttf,TRUE,TRUE,TRUE,276,380
fonts/abscibi_.ttf,TRUE,TRUE,TRUE,277,384
fonts/abscib__.ttf,TRUE,TRUE,TRUE,277,383
fonts/abscii__.ttf,TRUE,TRUE,TRUE,279,384
fonts/absci___.ttf,TRUE,TRUE,TRUE,279,382
fonts/Absinthe.ttf,TRUE,TRUE,TRUE,250,349
fonts/AcariSans-BoldItalic.ttf,TRUE,TRUE,TRUE,265,369
fonts/AcariSans-Bold.ttf,TRUE,TRUE,TRUE,265,369
fonts/AcariSans-ExtraBoldItalic.ttf,TRUE,TRUE,TRUE,264,369
fonts/AcariSans-ExtraBold.ttf,TRUE,TRUE,TRUE,264,369
fonts/AcariSans-ExtraLightItalic.ttf,TRUE,TRUE,TRUE,266,366
fonts/AcariSans-ExtraLight.ttf,TRUE,TRUE,TRUE,266,366
fonts/AcariSans-Italic.ttf,TRUE,TRUE,TRUE,267,369
fonts/AcariSans-LightItalic.ttf,TRUE,TRUE,TRUE,267,369
fonts/AcariSans-Light.ttf,TRUE,TRUE,TRUE,267,369
fonts/AcariSans-MediumItalic.ttf,TRUE,TRUE,TRUE,267,369
fonts/AcariSans-Medium.ttf,TRUE,TRUE,TRUE,267,369
fonts/AcariSans-Regular.ttf,TRUE,TRUE,TRUE,267,369
fonts/AcariSans-SemiBoldItalic.ttf,TRUE,TRUE,TRUE,266,369
fonts/AcariSans-SemiBold.ttf,TRUE,TRUE,TRUE,266,369
fonts/AC_Brodie.otf,TRUE,TRUE,FALSE,257,360
fonts/accid___.ttf,TRUE,TRUE,TRUE,278,363
fonts/Accuratist.ttf,TRUE,TRUE,TRUE,265,363
fonts/ACFilmstrip.otf,TRUE,TRUE,FALSE,260,359
fonts/ACFramedInverted.otf,FALSE,TRUE,FALSE,246,343
fonts/ACFramed.otf,FALSE,TRUE,FALSE,246,343
fonts/ACFramedOutline.otf,FALSE,TRUE,FALSE,246,343
fonts/Achafexp.ttf,TRUE,TRUE,TRUE,275,375
fonts/Achafita.ttf,TRUE,TRUE,TRUE,275,375
fonts/Achaflft.ttf,TRUE,TRUE,TRUE,275,375
fonts/Achafont.ttf,TRUE,TRUE,TRUE,275,375
fonts/Achafout.ttf,TRUE,TRUE,TRUE,274,375
fonts/Achafsex.ttf,TRUE,TRUE,TRUE,275,375
fonts/acid_bold_italic.otf,TRUE,TRUE,TRUE,268,342
fonts/acid_bold.otf,TRUE,TRUE,TRUE,269,343
fonts/AcidDreamer.ttf,TRUE,TRUE,TRUE,251,348
fonts/acid_italic.otf,TRUE,TRUE,TRUE,267,343
fonts/acid_medium_italic.otf,TRUE,TRUE,TRUE,268,343
fonts/acid_medium.otf,TRUE,TRUE,TRUE,268,343
fonts/acid.otf,TRUE,TRUE,TRUE,267,343
fonts/acidrefl.ttf,TRUE,TRUE,TRUE,251,341
fonts/AckiPreschool.ttf,TRUE,TRUE,FALSE,251,382
fonts/acknowtt.ttf,FALSE,TRUE,TRUE,286,338
fonts/Aclonica.ttf,TRUE,TRUE,TRUE,247,361
fonts/Acme-Regular.ttf,TRUE,TRUE,TRUE,269,367
fonts/ACMountain-Inverted.otf,FALSE,TRUE,FALSE,252,347
fonts/ACMountain.otf,FALSE,TRUE,FALSE,260,339
fonts/AcornInitials.ttf,FALSE,FALSE,FALSE,251,337
fonts/actionis.ttf,FALSE,TRUE,FALSE,250,350
fonts/actionj.ttf,FALSE,TRUE,TRUE,256,339
fonts/Actor-Regular.ttf,TRUE,TRUE,TRUE,265,370
fonts/Adamina-Regular.ttf,TRUE,TRUE,TRUE,267,386
fonts/AdineKirnberg-Alternate.ttf,TRUE,TRUE,TRUE,250,348
fonts/AdineKirnberg-Script.ttf,TRUE,TRUE,FALSE,260,352
fonts/Adine Kirnberg.ttf,TRUE,TRUE,TRUE,250,348
fonts/Adler.ttf,TRUE,TRUE,FALSE,251,370
fonts/AdmiralCAT.ttf,TRUE,TRUE,TRUE,247,340
fonts/Adolphus Serif.ttf,TRUE,TRUE,TRUE,238,372
fonts/Adolphus.ttf,TRUE,TRUE,TRUE,259,359
fonts/adriator.ttf,FALSE,TRUE,TRUE,251,370
fonts/AD.ttf,FALSE,TRUE,FALSE,233,334
fonts/Advantage-Italic.ttf,FALSE,TRUE,FALSE,250,323
fonts/Advantage.ttf,FALSE,TRUE,FALSE,250,323
fonts/AdventPro-Bold.ttf,TRUE,TRUE,TRUE,265,367
fonts/AdventPro-ExtraLight.ttf,TRUE,TRUE,TRUE,265,367
fonts/AdventPro-Light.ttf,TRUE,TRUE,TRUE,265,367
fonts/AdventPro-Medium.ttf,TRUE,TRUE,TRUE,265,367
fonts/AdventPro-Regular.ttf,TRUE,TRUE,TRUE,265,367
fonts/AdventPro-SemiBold.ttf,TRUE,TRUE,TRUE,265,367
fonts/AdventPro-Thin.ttf,TRUE,TRUE,TRUE,265,367
fonts/AerojonesNF.ttf,FALSE,TRUE,FALSE,272,371
fonts/aescrawl.ttf,TRUE,TRUE,TRUE,254,397
fonts/aesymatt.ttf,TRUE,TRUE,TRUE,272,354
fonts/aftermat.ttf,TRUE,TRUE,FALSE,250,358
fonts/Against Myself.ttf,FALSE,FALSE,FALSE,252,368
fonts/AGATM___.TTF,TRUE,TRUE,TRUE,277,455
fonts/AGATRG__.TTF,TRUE,TRUE,TRUE,277,456
fonts/Agfiustor Free.ttf,TRUE,TRUE,FALSE,234,370
fonts/agoestoesan.ttf,TRUE,TRUE,FALSE,256,394
fonts/AgreloyInB1.otf,FALSE,TRUE,TRUE,310,347
fonts/AgreloyInB1.ttf,FALSE,TRUE,TRUE,309,345
fonts/AgreloyInT3.otf,FALSE,TRUE,TRUE,264,319
fonts/AgreloyInT3.ttf,FALSE,TRUE,TRUE,264,317
fonts/Agreloy.otf,FALSE,TRUE,TRUE,258,351
fonts/AgreloyOut1.otf,FALSE,TRUE,TRUE,259,353
fonts/AgreloyOut1.ttf,FALSE,TRUE,TRUE,259,351
fonts/AgreloyS1.otf,FALSE,TRUE,TRUE,259,353
fonts/AgreloyS1.ttf,FALSE,TRUE,TRUE,260,352
fonts/Agreloy.ttf,FALSE,TRUE,TRUE,258,350
fonts/AguafinaScript-Regular.ttf,TRUE,TRUE,TRUE,254,404
fonts/ahellya italic.ttf,TRUE,TRUE,TRUE,244,358
fonts/ahellya.ttf,TRUE,TRUE,TRUE,244,358
fonts/ah-ha2.ttf,TRUE,TRUE,TRUE,272,417
fonts/Aika-BoldItalic.otf,TRUE,TRUE,FALSE,249,386
fonts/Aika-BoldItalic.ttf,TRUE,TRUE,FALSE,249,385
fonts/Aika-Bold.otf,TRUE,TRUE,FALSE,249,386
fonts/Aika-Bold.ttf,TRUE,TRUE,FALSE,248,385
fonts/Aika-Italic.otf,TRUE,TRUE,FALSE,249,386
fonts/Aika-Italic.ttf,TRUE,TRUE,FALSE,249,385
fonts/Aika-Regular.otf,TRUE,TRUE,FALSE,249,386
fonts/Aika-Regular.ttf,TRUE,TRUE,FALSE,249,385
fonts/Aileron-BlackItalic.otf,TRUE,TRUE,TRUE,267,368
fonts/Aileron-Black.otf,TRUE,TRUE,TRUE,267,368
fonts/Aileron-BoldItalic.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-Bold.otf,TRUE,TRUE,TRUE,267,368
fonts/Aileron-HeavyItalic.otf,TRUE,TRUE,TRUE,267,368
fonts/Aileron-Heavy.otf,TRUE,TRUE,TRUE,267,368
fonts/Aileron-Italic.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-LightItalic.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-Light.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-Regular.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-SemiBoldItalic.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-SemiBold.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-ThinItalic.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-Thin.otf,TRUE,TRUE,TRUE,267,367
fonts/Aileron-UltraLightItalic.otf,TRUE,TRUE,TRUE,267,368
fonts/Aileron-UltraLight.otf,TRUE,TRUE,TRUE,267,368
fonts/Air Americana.ttf,FALSE,TRUE,TRUE,235,334
fonts/AIRBORNE GP.ttf,TRUE,TRUE,TRUE,254,371
fonts/Airbrush.otf,FALSE,TRUE,FALSE,255,329
fonts/Airbrush.ttf,FALSE,TRUE,FALSE,255,329
fonts/airmole antique.ttf,TRUE,TRUE,FALSE,264,368
fonts/airmole shaded.ttf,TRUE,TRUE,FALSE,269,375
fonts/airmole stripe.ttf,TRUE,TRUE,FALSE,267,374
fonts/airmole.ttf,TRUE,TRUE,FALSE,268,373
fonts/Airstream Futuropolis Regular Mac.ttf,TRUE,TRUE,TRUE,251,360
fonts/Airstream Futuropolis Regular.ttf,TRUE,TRUE,TRUE,251,360
fonts/AirstreamNF.otf,TRUE,TRUE,TRUE,263,357
fonts/AirstreamNF.ttf,TRUE,TRUE,TRUE,263,357
fonts/airstrip.ttf,FALSE,TRUE,TRUE,253,360
fonts/Akong_agi.ttf,TRUE,TRUE,TRUE,252,360
fonts/Akura Popo.otf,TRUE,TRUE,TRUE,234,333
fonts/Akura Popo.ttf,TRUE,TRUE,TRUE,234,333
fonts/Aladin-Regular.ttf,TRUE,TRUE,TRUE,262,372
fonts/alamendro.ttf,TRUE,TRUE,TRUE,262,389
fonts/Alanden_.ttf,TRUE,TRUE,FALSE,283,373
fonts/AlanisHand.ttf,TRUE,TRUE,TRUE,255,358
fonts/Alanus.ttf,TRUE,TRUE,TRUE,271,354
fonts/AlbertText-Bold.ttf,TRUE,TRUE,TRUE,265,379
fonts/Albumme Smooth.ttf,TRUE,FALSE,FALSE,255,362
fonts/Aldrich-Regular.ttf,TRUE,TRUE,TRUE,248,343
fonts/Alef-Bold.ttf,TRUE,TRUE,TRUE,274,372
fonts/Alef-Regular.ttf,TRUE,TRUE,TRUE,274,371
fonts/Alegreya-BlackItalic.ttf,TRUE,TRUE,TRUE,271,378
fonts/Alegreya-Black.ttf,TRUE,TRUE,TRUE,271,378
fonts/Alegreya-BoldItalic.ttf,TRUE,TRUE,TRUE,271,378
fonts/Alegreya-Bold.ttf,TRUE,TRUE,TRUE,271,378
fonts/Alegreya-Italic.ttf,TRUE,TRUE,TRUE,271,378
fonts/Alegreya-Regular.ttf,TRUE,TRUE,TRUE,271,378
fonts/AlegreyaSans-BlackItalic.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSans-Black.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSans-BoldItalic.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSans-Bold.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSans-ExtraBoldItalic.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSans-ExtraBold.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSans-Italic.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSans-LightItalic.ttf,TRUE,TRUE,TRUE,261,365
fonts/AlegreyaSans-Light.ttf,TRUE,TRUE,TRUE,261,365
fonts/AlegreyaSans-MediumItalic.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSans-Medium.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSans-Regular.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSansSC-BlackItalic.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSansSC-Black.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSansSC-BoldItalic.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSansSC-Bold.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSansSC-ExtraBoldItalic.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSansSC-ExtraBold.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSansSC-Italic.ttf,TRUE,TRUE,TRUE,261,365
fonts/AlegreyaSansSC-LightItalic.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSansSC-Light.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSansSC-MediumItalic.ttf,TRUE,TRUE,TRUE,259,365
fonts/AlegreyaSansSC-Medium.ttf,TRUE,TRUE,TRUE,260,365
fonts/AlegreyaSansSC-Regular.ttf,TRUE,TRUE,TRUE,261,365
fonts/AlegreyaSansSC-ThinItalic.ttf,TRUE,TRUE,TRUE,260,366
fonts/AlegreyaSansSC-Thin.ttf,TRUE,TRUE,TRUE,260,366
fonts/AlegreyaSans-ThinItalic.ttf,TRUE,TRUE,TRUE,261,366
fonts/AlegreyaSans-Thin.ttf,TRUE,TRUE,TRUE,261,366
fonts/AlegreyaSC-BlackItalic.ttf,TRUE,TRUE,TRUE,271,378
fonts/AlegreyaSC-Black.ttf,TRUE,TRUE,TRUE,271,378
fonts/AlegreyaSC-BoldItalic.ttf,TRUE,TRUE,TRUE,271,378
fonts/AlegreyaSC-Bold.ttf,TRUE,TRUE,TRUE,271,378
fonts/AlegreyaSC-Italic.ttf,TRUE,TRUE,TRUE,271,378
fonts/AlegreyaSC-Regular.ttf,TRUE,TRUE,TRUE,271,378
fonts/Aleo-BoldItalic.otf,TRUE,TRUE,TRUE,271,366
fonts/Aleo-Bold.otf,TRUE,TRUE,TRUE,271,366
fonts/Aleo-Italic.otf,TRUE,TRUE,TRUE,272,366
fonts/Aleo-LightItalic.otf,TRUE,TRUE,TRUE,273,367
fonts/Aleo-Light.otf,TRUE,TRUE,TRUE,273,367
fonts/Aleo-Regular.otf,TRUE,TRUE,TRUE,272,366
fonts/AlexBrush-Regular.ttf,TRUE,TRUE,TRUE,257,357
fonts/ALFABET_.ttf,TRUE,TRUE,FALSE,263,349
fonts/Alfabilder.ttf,TRUE,TRUE,TRUE,248,356
fonts/AlfaSlabOne-Regular.ttf,TRUE,TRUE,TRUE,260,386
fonts/Alice in Wonderland.ttf,TRUE,TRUE,TRUE,264,359
fonts/Aliensatemymum.ttf,TRUE,TRUE,TRUE,258,353
fonts/AlikeAngular-Regular.ttf,TRUE,TRUE,TRUE,270,375
fonts/Alike-Regular.ttf,TRUE,TRUE,TRUE,270,375
fonts/Allan-Bold.ttf,TRUE,TRUE,TRUE,255,359
fonts/Allan-Regular.ttf,TRUE,TRUE,TRUE,259,364
fonts/AllerDisplay_Std_Rg.ttf,TRUE,TRUE,TRUE,265,364
fonts/Aller_Std_BdIt.ttf,TRUE,TRUE,TRUE,266,367
fonts/Aller_Std_Bd.ttf,TRUE,TRUE,TRUE,266,368
fonts/Aller_Std_It.ttf,TRUE,TRUE,TRUE,266,367
fonts/Aller_Std_LtIt.ttf,TRUE,TRUE,TRUE,266,368
fonts/Aller_Std_Lt.ttf,TRUE,TRUE,TRUE,266,368
fonts/Aller_Std_Rg.ttf,TRUE,TRUE,TRUE,266,368
fonts/allerta_medium.otf,TRUE,TRUE,TRUE,245,349
fonts/allerta_medium.ttf,TRUE,TRUE,TRUE,245,349
fonts/allerta_stencil.otf,TRUE,TRUE,TRUE,245,349
fonts/allerta_stencil.ttf,TRUE,TRUE,TRUE,245,349
fonts/ALLLICKS.TTF,TRUE,TRUE,FALSE,251,340
fonts/Allura-Regular.ttf,TRUE,TRUE,TRUE,270,368
fonts/Almendra-BoldItalic.ttf,TRUE,TRUE,TRUE,271,367
fonts/Almendra-Bold.ttf,TRUE,TRUE,TRUE,271,367
fonts/AlmendraDisplay-Regular.ttf,TRUE,TRUE,TRUE,263,368
fonts/Almendra-Italic.ttf,TRUE,TRUE,TRUE,271,366
fonts/Almendra-Regular.ttf,TRUE,TRUE,TRUE,271,367
fonts/AlmendraSC-Regular.ttf,TRUE,TRUE,TRUE,258,364
fonts/almonte snow.ttf,FALSE,TRUE,FALSE,248,367
fonts/almonte.ttf,TRUE,TRUE,FALSE,256,365
fonts/almonte woodgrain.ttf,TRUE,TRUE,FALSE,252,369
fonts/AlnairStar-Regular.ttf,TRUE,TRUE,TRUE,255,336
fonts/Alpenkreuzer.ttf,FALSE,TRUE,FALSE,264,358
fonts/Alpha54.ttf,TRUE,TRUE,TRUE,260,386
fonts/AlphacodeBeyond-Regular.ttf,FALSE,FALSE,FALSE,251,347
fonts/AlphacodeEmperor-Regular.ttf,FALSE,FALSE,FALSE,250,336
fonts/AlphacodePandora-Regular.ttf,FALSE,FALSE,FALSE,250,327
fonts/Alphahate.ttf,TRUE,TRUE,FALSE,263,361
fonts/AlphaRemember.ttf,FALSE,TRUE,FALSE,251,358
fonts/AlphaSausage.ttf,FALSE,TRUE,FALSE,251,331
fonts/AlphaThin.ttf,TRUE,TRUE,FALSE,251,346
fonts/alphbeta.ttf,TRUE,TRUE,TRUE,249,339
fonts/Alphd___.ttf,TRUE,TRUE,TRUE,270,370
fonts/alph.ttf,TRUE,TRUE,FALSE,268,345
fonts/Alpine.ttf,TRUE,TRUE,TRUE,265,366
fonts/alsscrp.ttf,TRUE,TRUE,TRUE,249,360
fonts/Alte Caps.ttf,FALSE,TRUE,FALSE,248,331
fonts/AlteHaasGroteskBold.ttf,TRUE,TRUE,TRUE,270,368
fonts/AlteHaasGroteskRegular.ttf,TRUE,TRUE,TRUE,267,366
fonts/alterna.ttf,TRUE,TRUE,FALSE,251,343
fonts/AlteSchwabacher-DemiBold.ttf,TRUE,TRUE,TRUE,264,363
fonts/AlteSchwabacherOSF-DemiBold.ttf,TRUE,TRUE,TRUE,264,366
fonts/AlteSchwabacherOSF.ttf,TRUE,TRUE,TRUE,264,367
fonts/AlteSchwabacher-Shadow.ttf,TRUE,TRUE,TRUE,264,369
fonts/AlteSchwabacher.ttf,TRUE,TRUE,TRUE,264,363
fonts/Altgotisch.ttf,TRUE,TRUE,TRUE,242,356
fonts/Always Together.otf,TRUE,TRUE,TRUE,258,376
fonts/amalgamateOutline.ttf,TRUE,TRUE,TRUE,250,349
fonts/amalgamate.ttf,TRUE,TRUE,TRUE,251,348
fonts/Amarante-Regular.ttf,TRUE,TRUE,TRUE,263,370
fonts/Amaranth-BoldItalic.ttf,TRUE,TRUE,TRUE,273,371
fonts/Amaranth-Bold.ttf,TRUE,TRUE,TRUE,274,370
fonts/Amaranth-Italic.ttf,TRUE,TRUE,TRUE,275,373
fonts/Amaranth-Regular.ttf,TRUE,TRUE,TRUE,275,370
fonts/Amatic-Bold.ttf,TRUE,TRUE,TRUE,271,372
fonts/Amatic-Regular.ttf,TRUE,TRUE,TRUE,273,373
fonts/AmaticSC-Bold.ttf,TRUE,TRUE,TRUE,271,372
fonts/AmaticSC-Regular.ttf,TRUE,TRUE,TRUE,273,372
fonts/Amazonas.ttf,TRUE,TRUE,TRUE,250,343
fonts/Ambrosia.ttf,TRUE,TRUE,TRUE,252,349
fonts/Amburegul.otf,TRUE,TRUE,FALSE,182,430
fonts/AmburegulSmall.otf,FALSE,TRUE,FALSE,182,430
fonts/AmericanStencil.otf,FALSE,TRUE,TRUE,246,334
fonts/AmericanText.ttf,TRUE,TRUE,TRUE,271,379
fonts/AMERIKAA.ttf,TRUE,TRUE,FALSE,250,346
fonts/AMERIKA_.ttf,TRUE,TRUE,TRUE,261,369
fonts/AMERSN__.ttf,TRUE,TRUE,TRUE,261,369
fonts/Amethysta-Regular.ttf,TRUE,TRUE,TRUE,268,374
fonts/Amiko-Bold.ttf,TRUE,TRUE,TRUE,261,366
fonts/Amiko-Regular.ttf,TRUE,TRUE,TRUE,262,366
fonts/Amiko-SemiBold.ttf,TRUE,TRUE,TRUE,262,366
fonts/amita-bold.ttf,TRUE,TRUE,TRUE,286,411
fonts/amita-regular.ttf,TRUE,TRUE,TRUE,287,411
fonts/Ampad 3D2.ttf,TRUE,TRUE,TRUE,226,350
fonts/Ampad 3D.otf,TRUE,TRUE,TRUE,225,350
fonts/Ampad Brush.ttf,TRUE,TRUE,TRUE,230,350
fonts/Ampad Solid.ttf,TRUE,TRUE,TRUE,231,350
fonts/amplitude.ttf,TRUE,TRUE,TRUE,250,345
fonts/Amptmann Script.ttf,TRUE,TRUE,TRUE,279,400
fonts/AmstelHeavyNF.ttf,FALSE,TRUE,FALSE,284,384
fonts/AmsterdamTangram.ttf,FALSE,TRUE,FALSE,262,358
fonts/Amsterdrum Grotesk.ttf,TRUE,TRUE,TRUE,254,354
fonts/amydor.ttf,FALSE,FALSE,FALSE,251,371
fonts/AnagramNF.otf,FALSE,TRUE,TRUE,270,357
fonts/AnagramNFShadow.otf,FALSE,TRUE,TRUE,267,354
fonts/AnagramNFShadow.ttf,FALSE,TRUE,TRUE,268,354
fonts/AnagramNF.ttf,FALSE,TRUE,TRUE,270,357
fonts/AnAkronism.ttf,TRUE,TRUE,TRUE,253,365
fonts/AnchorSteamNF.otf,TRUE,TRUE,TRUE,270,368
fonts/AnchorSteamNF.ttf,TRUE,TRUE,TRUE,271,368
fonts/Ancient God.ttf,TRUE,TRUE,TRUE,258,355
fonts/Andada-BoldItalic.otf,TRUE,TRUE,TRUE,277,381
fonts/Andada-Bold.otf,TRUE,TRUE,TRUE,277,377
fonts/Andada-Italic.otf,TRUE,TRUE,TRUE,277,380
fonts/Andada-Regular.otf,TRUE,TRUE,TRUE,277,377
fonts/AndadaSC-BoldItalic.otf,TRUE,TRUE,TRUE,277,375
fonts/AndadaSC-Bold.otf,TRUE,TRUE,TRUE,277,375
fonts/AndadaSC-Italic.otf,TRUE,TRUE,TRUE,277,376
fonts/AndadaSC-Regular.otf,TRUE,TRUE,TRUE,277,376
fonts/Andala-BoldItalic.ttf,TRUE,TRUE,TRUE,238,349
fonts/Andala-Bold.ttf,TRUE,TRUE,TRUE,238,349
fonts/Andala-Italic.ttf,TRUE,TRUE,TRUE,238,349
fonts/Andala.ttf,TRUE,TRUE,TRUE,238,349
fonts/Andika-R.ttf,TRUE,TRUE,TRUE,293,396
fonts/AndironOutlineNF.otf,FALSE,TRUE,TRUE,257,343
fonts/AndironOutlineNF.ttf,FALSE,TRUE,TRUE,257,344
